Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
11,"Amit Kumar Tyagi","Data Science and Data Analytics",2021,"","Chapman and Hall/CRC","https://doi.org/10.1201/9781003111290","",954,"2025-02-06 14:28:58","book","10.1201/9781003111290","","",,,,,11,2.75,11,1,4,"","",""
10,"Patrícia Takaki, Moisés Dutra","Data science in education: interdisciplinary contributions",2022,"Advanced Notes in Information Science","Pro-Metrics","https://doi.org/10.47909/anis.978-9916-9760-3-6.94","",55,"2025-02-06 14:28:58","book-chapter","10.47909/anis.978-9916-9760-3-6.94","2709-3212","",,,,,10,3.33,5,2,3,"The present paper aims to identify the contributions of Information Science (IS) and Computer Science (CS) to meet the informational needs of the educational context. The methodology used is exploratory, descriptive, and applied. A qualitative approach is used to process data retrieved through bibliographic research on data science applied to education. The study brought together the theoretical and practical contributions of IS and CS techniques capable of addressing the main informational challenges of educational environments reported in the literature. The preliminary results obtained consist of connections between concepts and techniques from the two knowledge areas that propose solutions for informational needs in education. Data mining, fuzzy logic, natural computing, text mining, data warehouse, ontologies, semantic web, and information retrieval were the most evident contributions identified when analyzing the demands of students, teachers, and managers. The conclusion reached is that articulating interdisciplinary knowledge of CS and IS in proposing data-driven approaches in the educational context is possible and necessary. These contributions proved capable of dealing with the challenge of supporting education in different ways by enabling even more robust theoretical and methodological solutions.","",""
10,"Yangyong Zhu, Yun Xiong","Towards Data Science",2015,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2015-008","",407,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2015-008","1683-1470","",14,,8,8,10,1.00,5,2,10,"","https://doi.org/10.5334/dsj-2015-008",""
10,"Francine Berman, Merce Crosas","The Research Data Alliance: Benefits and Challenges of Building a Community Organization",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.5e126552","",532,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.5e126552","","",,,,,10,2.00,5,2,5,"","",""
10,"Bjørn Sætrevik","Psychophysiology, task complexity, and team factors determine emergency response teams’ shared beliefs",2015,"Safety Science","Elsevier BV","https://doi.org/10.1016/j.ssci.2015.04.017","",584,"2025-02-06 14:28:58","journal-article","10.1016/j.ssci.2015.04.017","0925-7535","",78,,117,123,10,1.00,10,1,10,"","https://api.elsevier.com/content/article/PII:S0925753515001095",""
9,"","Beyond Unicorns: Educating, Classifying, and Certifying Business Data Scientists",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.55546b4a","",139,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.55546b4a","","",,,,,9,1.80,0,0,5,"","",""
9,"Shuichi Iwata","Editor's Note: SCIENTIFIC ""AGENDA"" OF DATA SCIENCE",2008,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.7.54","",272,"2025-02-06 14:28:58","journal-article","10.2481/dsj.7.54","1683-1470","",7,,54,56,9,0.53,9,1,17,"","https://doi.org/10.2481/dsj.7.54",""
9,"Sallie Ann Keller, Stephanie S. Shipp, Aaron D. Schroeder, Gizem Korkmaz","Doing Data Science: A Framework and Case Study",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.2d83f7f5","",395,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.2d83f7f5","","",2,1,,,9,1.80,2,4,5,"","",""
9,"Zaigham Mahmood","Data Science and Big Data Computing",2016,"","Springer International Publishing","https://doi.org/10.1007/978-3-319-31861-5","",713,"2025-02-06 14:28:58","book","10.1007/978-3-319-31861-5","","",,,,,9,1.00,9,1,9,"","http://link.springer.com/content/pdf/10.1007/978-3-319-31861-5.pdf",""
9,"Zhe Jiang, Shashi Shekhar","Spatial and Spatiotemporal Big Data Science",2017,"Spatial Big Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-319-60195-3_2","",746,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-319-60195-3_2","","",,,15,44,9,1.13,5,2,8,"","http://link.springer.com/content/pdf/10.1007/978-3-319-60195-3_2",""
8,"Jeffrey S. Saltz, Nicholas Hotz","Identifying the most Common Frameworks Data Science Teams Use to Structure and Coordinate their Projects",2020,"2020 IEEE International Conference on Big Data (Big Data)","IEEE","https://doi.org/10.1109/bigdata50022.2020.9377813","",38,"2025-02-06 14:28:58","proceedings-article","10.1109/bigdata50022.2020.9377813","","",,,2038,2042,8,1.60,4,2,5,"","http://xplorestaging.ieee.org/ielx7/9377717/9377728/09377813.pdf?arnumber=9377813",""
8,"Lena Lúcia de Moraes, Ivette Kafure","Bibliometria e ciência de dados",2020,"RDBCI Revista Digital de Biblioteconomia e Ciência da Informação","Universidade Estadual de Campinas","https://doi.org/10.20396/rdbci.v19i0.8658521","",53,"2025-02-06 14:28:58","journal-article","10.20396/rdbci.v19i0.8658521","1678-765X","",18,,,,8,1.60,4,2,5,"Este estudo prático mostra como um estudante pode usar as técnicas e ferramentas da Bibliometria, Ciência de Dados, Ciência de Redes e Big Data para realizar o levantamento bibliográfico de pesquisas. A partir da situação problema de um estudante que necessita fazer o levantamento bibliográfico dos assuntos: estudo de usuários e emoções envolvidas em episódios de interação com sistemas de informação, o estudo é desenvolvido. Busca responder questões como: (i) quais são as palavras-chave que mais ocorrem e como estão relacionadas? (ii) quem são os autores mais citados na área de estudo? (iii) quais são as referências compartilhadas pelos autores dos documentos? (iv) quais são as principais fontes dos documentos? A partir dos assuntos, do levantamento bibliográfico inicial e de consulta no Google Books Ngram Viewer, foi determinado um conjunto de termos usados nas ferramentas de busca: “information science”, “user study”, “user experience”, “user emotion” e “user affect”. Esses termos foram usados para consultar bases de dados científicas: Web Of Science (WoS), Scopus, PubMed e SciELO. Por meio da análise de 2.198 documentos recuperados da WoS na ferramenta VOSviewer  foram construídas e examinadas as redes de palavras (em Inglês) e as redes de co-citação de autores, de referências e de fontes. Os resultados da análise das redes facilita a combinação de elementos para entendimento de informações e conhecimentos da área estudada. Possibilita uma visão geral da área, bem como, a exploração de contextos específicos. Por fim, facilita e direciona a delimitação da pesquisa, minimizando a ansiedade da informação.","https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/article/download/8658521/22556",""
8,"Jeremy Reynolds","Teams, teams, everywhere? Job and establishment-level predictors of team use in the United States",2006,"Social Science Research","Elsevier BV","https://doi.org/10.1016/j.ssresearch.2004.09.003","",218,"2025-02-06 14:28:58","journal-article","10.1016/j.ssresearch.2004.09.003","0049-089X","",35,1,252,278,8,0.42,8,1,19,"","https://api.elsevier.com/content/article/PII:S0049089X04000894",""
8,"Zhaohua Zheng, Zhaobin Qin, Keqiu Li, Tie Qiu","A team-based multitask data acquisition scheme under time constraints in mobile crowd sensing",2022,"Connection Science","Informa UK Limited","https://doi.org/10.1080/09540091.2022.2043825","",245,"2025-02-06 14:28:58","journal-article","10.1080/09540091.2022.2043825","0954-0091","",34,1,1119,1145,8,2.67,2,4,3,"","https://www.tandfonline.com/doi/pdf/10.1080/09540091.2022.2043825",""
8,"Zhixue Luo, Lin Zhang, Na Liu, Ye Wu","Time series clustering of COVID-19 pandemic-related data",2023,"Data Science and Management","Elsevier BV","https://doi.org/10.1016/j.dsm.2023.03.003","",286,"2025-02-06 14:28:58","journal-article","10.1016/j.dsm.2023.03.003","2666-7649","",6,2,79,87,8,4.00,2,4,2,"","https://api.elsevier.com/content/article/PII:S2666764923000115",""
8,"Joana Cardoso-Fernandes, Douglas Santos, Cátia Rodrigues de Almeida, Alexandre Lima, Ana C. Teodoro","Spectral Library of European Pegmatites, Pegmatite Minerals and Pegmatite Host-Rocks – the GREENPEG project database",2023,"Earth System Science Data","Copernicus GmbH","https://doi.org/10.5194/essd-15-3111-2023","",526,"2025-02-06 14:28:58","journal-article","10.5194/essd-15-3111-2023","1866-3516","",15,7,3111,3129,8,4.00,2,5,2,"Abstract. The New Exploration Tools for European Pegmatite Green-Tech Resources (GREENPEG) spectral database contains the spectral signature, obtained through reflectance spectroscopy studies, of European pegmatites and minerals as well as their host rocks. Samples include pegmatites of the Nb–Y–F (NYF) and Li–Cs–Ta (LCT) chemical types and host rocks from pegmatite locations in Austria, Ireland, Norway, Portugal, and Spain. The database contains the reflectance spectra (raw and continuum-removed spectra), sample photographs, and main absorption features automatically extracted by a self-proposed Python routine. Whenever possible, spectral mineralogy was interpreted based on the continuum-removed spectra. A detailed description of the database, its content and structure, the measuring instrument, and interoperability with geographic information system (GIS) tools is available in this database report. Moreover, examples of how the data can be used and interpreted are also provided. The advantages and added value of the presented dataset reside in its European scale, with representative samples from pegmatites with distinct genesis, mineralogy, structure, and host rocks that can be used as a reference for pegmatite exploration at a global scale via, for example, satellite image processing. The reported spectral mineral assemblages can also be of interest when considering resource estimation or ore processing. Thus, it is expected that this open dataset, available on the Zenodo platform https://doi.org/10.5281/zenodo.6518318 (Cardoso-Fernandes et al., 2022b), will be a reference for distinct types of users, ranging from academia to industry.","https://essd.copernicus.org/articles/15/3111/2023/essd-15-3111-2023.pdf",""
8,"Christopher J. Phillips","Precision Medicine and its Imprecise History",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.3e85b56a","",544,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.3e85b56a","","",,,,,8,1.60,8,1,5,"","",""
8,"Steve Kempler, Tiffany Mathews","Earth Science Data Analytics: Definitions, Techniques and Skills",2017,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2017-006","",691,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2017-006","1683-1470","",16,,,,8,1.00,4,2,8,"","https://doi.org/10.5334/dsj-2017-006",""
8,"Eric C. Kansa, Ahrash Bissell","Web Syndication Approaches for Sharing Primary Data in ""Small Science"" Domains",2010,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.009-012","",758,"2025-02-06 14:28:58","journal-article","10.2481/dsj.009-012","1683-1470","",9,,42,53,8,0.53,4,2,15,"","https://doi.org/10.2481/dsj.009-012",""
8,"Jessica Vamathevan, Rolf Apweiler, Ewan Birney","Biomolecular Data Resources: Bioinformatics Infrastructure for Biomedical Data Science",2019,"Annual Review of Biomedical Data Science","Annual Reviews","https://doi.org/10.1146/annurev-biodatasci-072018-021321","",824,"2025-02-06 14:28:58","journal-article","10.1146/annurev-biodatasci-072018-021321","2574-3414","",2,1,199,222,8,1.33,3,3,6,"Technological advances have continuously driven the generation of bio-molecular data and the development of bioinformatics infrastructure, which enables data reuse for scientific discovery. Several types of data management resources have arisen, such as data deposition databases, added-value databases or knowledgebases, and biology-driven portals. In this review, we provide a unique overview of the gradual evolution of these resources and discuss the goals and features that must be considered in their development. With the increasing application of genomics in the health care context and with 60 to 500 million whole genomes estimated to be sequenced by 2022, biomedical research infrastructure is transforming, too. Systems for federated access, portable tools, provision of reference data, and interpretation tools will enable researchers to derive maximal benefits from these data. Collaboration, coordination, and sustainability of data resources are key to ensure that biomedical knowledge management can scale with technology shifts and growing data volumes.","https://www.annualreviews.org/doi/pdf/10.1146/annurev-biodatasci-072018-021321",""
8,"Ani Adhikari, Michael I. Jordan","Interleaving Computational and Inferential Thinking in an Undergraduate Data Science Curriculum",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.cb0fa8d2","",849,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.cb0fa8d2","","",,,,,8,2.00,4,2,4,"","",""
8,"Jessica Vamathevan, Rolf Apweiler, Ewan Birney","Biomolecular Data Resources: Bioinformatics Infrastructure for Biomedical Data Science",2019,"Annual Review of Biomedical Data Science","Annual Reviews","https://doi.org/10.1146/annurev-biodatasci-072018-021321","",910,"2025-02-06 14:28:58","journal-article","10.1146/annurev-biodatasci-072018-021321","2574-3414","",2,1,199,222,8,1.33,3,3,6,"Technological advances have continuously driven the generation of bio-molecular data and the development of bioinformatics infrastructure, which enables data reuse for scientific discovery. Several types of data management resources have arisen, such as data deposition databases, added-value databases or knowledgebases, and biology-driven portals. In this review, we provide a unique overview of the gradual evolution of these resources and discuss the goals and features that must be considered in their development. With the increasing application of genomics in the health care context and with 60 to 500 million whole genomes estimated to be sequenced by 2022, biomedical research infrastructure is transforming, too. Systems for federated access, portable tools, provision of reference data, and interpretation tools will enable researchers to derive maximal benefits from these data. Collaboration, coordination, and sustainability of data resources are key to ensure that biomedical knowledge management can scale with technology shifts and growing data volumes.","https://www.annualreviews.org/doi/pdf/10.1146/annurev-biodatasci-072018-021321",""
